movieId,title,title_only
5801,"Russians Are Coming, the Russians Are Coming, The (1966)","Russians Are Coming, the Russians Are Coming, The "
5802,"World of Henry Orient, The (1964)","World of Henry Orient, The "
5826,Rio Grande (1950),Rio Grande 
5836,Houseboat (1958),Houseboat 
5863,Take This Job and Shove It (1981),Take This Job and Shove It 
5875,Personal Velocity (2002),Personal Velocity 
5963,"Children's Hour, The (1961)","Children's Hour, The "
6020,Alice Adams (1935),Alice Adams 
6031,Imitation of Life (1959),Imitation of Life 
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Blind Spot: Hitler's Secretary 
6090,Kiss Me Goodbye (1982),Kiss Me Goodbye 
6101,Missing (1982),Missing 
6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),He Loves Me... He Loves Me Not 
6178,"Patch of Blue, A (1965)","Patch of Blue, A "
6181,"Red Badge of Courage, The (1951)","Red Badge of Courage, The "
6201,Lady Jane (1986),Lady Jane 
6225,King of Kings (1961),King of Kings 
6228,"Talk of the Town, The (1942)","Talk of the Town, The "
6232,Born Free (1966),Born Free 
6245,Sweet Charity (1969),Sweet Charity 
6273,In a Lonely Place (1950),In a Lonely Place 
6289,Ghosts of the Abyss (2003),Ghosts of the Abyss 
6336,Marooned in Iraq (Gomgashtei dar Aragh) (2002),Marooned in Iraq 
6357,High Society (1956),High Society 
6376,Respiro (2002),Respiro 
6382,Together (Han ni Zai Yiki) (2002),Together 
6390,Silk Stockings (1957),Silk Stockings 
6400,Murder on a Sunday Morning (Un coupable idéal) (2001),Murder on a Sunday Morning 
6407,"Walk, Don't Run (1966)","Walk, Don't Run "
6422,Shenandoah (1965),Shenandoah 
6434,"Objective, Burma! (1945)","Objective, Burma! "
6454,Music Box (1989),Music Box 
6477,"Song of Bernadette, The (1943)","Song of Bernadette, The "
6515,You Only Live Once (1937),You Only Live Once 
6527,Scaramouche (1952),Scaramouche 
6545,I Capture the Castle (2003),I Capture the Castle 
6581,"Private Life of Sherlock Holmes, The (1970)","Private Life of Sherlock Holmes, The "
6584,"What's Up, Tiger Lily? (1966)","What's Up, Tiger Lily? "
6592,"Secret Lives of Dentists, The (2002)","Secret Lives of Dentists, The "
6603,"Double Life, A (1947)","Double Life, A "
6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)","Gospel According to St. Matthew, The "
6614,I Love You to Death (1990),I Love You to Death 
6660,"Red Shoes, The (1948)","Red Shoes, The "
6667,Waco: The Rules of Engagement (1997),Waco: The Rules of Engagement 
6732,"Hello, Dolly! (1969)","Hello, Dolly! "
6768,Luther (2003),Luther 
6770,My Life Without Me (2003),My Life Without Me 
6772,To Be and to Have (Être et avoir) (2002),To Be and to Have 
6788,Angie (1994),Angie 
6837,Love Affair (1939),Love Affair 
6909,"Eye, The (Gin gwai) (Jian gui) (2002)","Eye, The "
6911,"Jolson Story, The (1946)","Jolson Story, The "
6912,You'll Never Get Rich (1941),You'll Never Get Rich 
6948,Tupac: Resurrection (2003),Tupac: Resurrection 
6962,OT: Our Town (2002),OT: Our Town 
6965,Journeys with George (2002),Journeys with George 
6970,Desk Set (1957),Desk Set 
6982,Forbidden Games (Jeux interdits) (1952),Forbidden Games 
6984,"Tale of Two Cities, A (1935)","Tale of Two Cities, A "
6990,The Great Train Robbery (1978),The Great Train Robbery 
7012,Mr. Destiny (1990),Mr. Destiny 
7019,Project X (1987),Project X 
7049,Flying Down to Rio (1933),Flying Down to Rio 
7051,"What's New, Pussycat (1965)","What's New, Pussycat "
7052,Mary of Scotland (1936),Mary of Scotland 
7053,Roberta (1935),Roberta 
7055,Swing Time (1936),Swing Time 
7057,"Midsummer Night's Dream, A (1935)","Midsummer Night's Dream, A "
7058,Life with Father (1947),Life with Father 
7059,National Velvet (1944),National Velvet 
7061,Dark Victory (1939),Dark Victory 
7062,Birdman of Alcatraz (1962),Birdman of Alcatraz 
7070,Red River (1948),Red River 
7073,"Shot in the Dark, A (1964)","Shot in the Dark, A "
7074,"Navigator, The (1924)","Navigator, The "
7075,"Court Jester, The (1956)","Court Jester, The "
7079,"Hunchback of Notre Dame, The (1939)","Hunchback of Notre Dame, The "
7082,That Touch of Mink (1962),That Touch of Mink 
7083,Sweet Dreams (1985),Sweet Dreams 
7085,Send Me No Flowers (1964),Send Me No Flowers 
7086,Pygmalion (1938),Pygmalion 
7092,Anna Karenina (1935),Anna Karenina 
7093,"Front Page, The (1974)","Front Page, The "
7141,My Flesh and Blood (2003),My Flesh and Blood 
7167,Japanese Story (2003),Japanese Story 
7177,Osama (2003),Osama 
7190,Jane Eyre (1970),Jane Eyre 
7211,People Will Talk (1951),People Will Talk 
7212,I Was a Male War Bride (1949),I Was a Male War Bride 
7217,Dark Passage (1947),Dark Passage 
7219,They Drive by Night (1940),They Drive by Night 
7223,D.O.A. (1950),D.O.A. 
7326,"Reckoning, The (2004)","Reckoning, The "
7357,Peyton Place (1957),Peyton Place 
7382,I'm Not Scared (Io non ho paura) (2003),I'm Not Scared 
7414,Going in Style (1979),Going in Style 
7479,Watch on the Rhine (1943),Watch on the Rhine 
7560,Fail-Safe (1964),Fail-Safe 
7572,Wit (2001),Wit 
7579,Pride and Prejudice (1940),Pride and Prejudice 
7584,Woman of the Year (1942),Woman of the Year 
7618,Chaplin (1992),Chaplin 
7702,"Bells of St. Mary's, The (1945)","Bells of St. Mary's, The "
7705,Pat and Mike (1952),Pat and Mike 
7713,Cat People (1942),Cat People 
7714,Camelot (1967),Camelot 
7716,"Lonely Guy, The (1984)","Lonely Guy, The "
7727,Protocol (1984),Protocol 
7772,Undercurrent (1946),Undercurrent 
7789,"11'09""01 - September 11 (2002)","11'09""01 - September 11 "
7822,Mogambo (1953),Mogambo 
7826,"Secret Life of Walter Mitty, The (1947)","Secret Life of Walter Mitty, The "
7831,Another Thin Man (1939),Another Thin Man 
7832,"Thin Man Goes Home, The (1945)","Thin Man Goes Home, The "
7833,Shadow of the Thin Man (1941),Shadow of the Thin Man 
7835,Song of the Thin Man (1947),Song of the Thin Man 
7839,Love Crazy (1941),Love Crazy 
7840,Gunga Din (1939),Gunga Din 
7882,The Plague of the Zombies (1966),The Plague of the Zombies 
7883,I Walked with a Zombie (1943),I Walked with a Zombie 
7888,How to Succeed in Business Without Really Trying (1967),How to Succeed in Business Without Really Trying 
7896,Ride the High Country (1962),Ride the High Country 
7900,Frankenstein Must Be Destroyed (1969),Frankenstein Must Be Destroyed 
7944,"Night of the Iguana, The (1964)","Night of the Iguana, The "
8019,Dark Water (Honogurai mizu no soko kara) (2002),Dark Water 
8057,Sweet Bird of Youth (1962),Sweet Bird of Youth 
8094,Bad Day at Black Rock (1955),Bad Day at Black Rock 
8125,Sunrise: A Song of Two Humans (1927),Sunrise: A Song of Two Humans 
8153,Lust for Life (1956),Lust for Life 
8167,Captain Blood (1935),Captain Blood 
8191,Anne of the Thousand Days (1969),Anne of the Thousand Days 
8232,I Love You Again (1940),I Love You Again 
8275,College (1927),College 
8293,Used People (1992),Used People 
8302,"Front Page, The (1931)","Front Page, The "
8331,"Man Who Came to Dinner, The (1942)","Man Who Came to Dinner, The "
8336,"Major and the Minor, The (1942)","Major and the Minor, The "
8338,Black Narcissus (1947),Black Narcissus 
8375,"Hunting of the President, The (2004)","Hunting of the President, The "
8382,Hello Again (1987),Hello Again 
8385,Lover Come Back (1961),Lover Come Back 
8410,Suddenly (1954),Suddenly 
8424,"Divorcee, The (1930)","Divorcee, The "
8446,Sands of Iwo Jima (1949),Sands of Iwo Jima 
8450,Anthony Adverse (1936),Anthony Adverse 
8451,Blackboard Jungle (1955),Blackboard Jungle 
8458,To Each His Own (1946),To Each His Own 
8459,"Heiress, The (1949)","Heiress, The "
8461,Dragon Seed (1944),Dragon Seed 
8462,Executive Suite (1954),Executive Suite 
8463,Johnny Belinda (1948),Johnny Belinda 
8465,Johnny Eager (1942),Johnny Eager 
8481,Northwest Passage (1940),Northwest Passage 
8482,"Picture of Dorian Gray, The (1945)","Picture of Dorian Gray, The "
8487,Please Don't Eat the Daisies (1960),Please Don't Eat the Daisies 
8492,"Christmas Carol, A (Scrooge) (1951)","Christmas Carol, A "
8502,Show Boat (1951),Show Boat 
8518,Anna Christie (1930),Anna Christie 
8521,Dr. Jekyll and Mr. Hyde (1931),Dr. Jekyll and Mr. Hyde 
8534,Two Brothers (Deux frères) (2004),Two Brothers 
8575,"Happenstance (Battement d'ailes du papillon, Le) (2001)",Happenstance 
8591,"Philadelphia Experiment, The (1984)","Philadelphia Experiment, The "
8611,"Farmer's Daughter, The (1947)","Farmer's Daughter, The "
8617,Butterfield 8 (1960),Butterfield 8 
8650,Long Day's Journey Into Night (1962),Long Day's Journey Into Night 
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)","Man Escaped, A "
8711,Mr. Blandings Builds His Dream House (1948),Mr. Blandings Builds His Dream House 
8712,My Favorite Wife (1940),My Favorite Wife 
8714,Night and Day (1946),Night and Day 
8730,To End All Wars (2001),To End All Wars 
8753,Unprecedented: The 2000 Presidential Election (2002),Unprecedented: The 2000 Presidential Election 
8754,"Prime of Miss Jean Brodie, The (1969)","Prime of Miss Jean Brodie, The "
8771,Sherlock Holmes: Terror by Night (1946),Sherlock Holmes: Terror by Night 
8773,Sherlock Holmes and the Secret Weapon (1942),Sherlock Holmes and the Secret Weapon 
8774,Sherlock Holmes: The Woman in Green (1945),Sherlock Holmes: The Woman in Green 
8778,Sherlock Holmes: Dressed to Kill (1946),Sherlock Holmes: Dressed to Kill 
8809,Danny Deckchair (2003),Danny Deckchair 
8813,We Don't Live Here Anymore (2004),We Don't Live Here Anymore 
8875,"Come Back, Little Sheba (1952)","Come Back, Little Sheba "
8920,"Country Girl, The (1954)","Country Girl, The "
8921,"Rose Tattoo, The (1955)","Rose Tattoo, The "
8938,Tarnation (2003),Tarnation 
8943,Being Julia (2004),Being Julia 
8955,Undertow (2004),Undertow 
8979,Guerrilla: The Taking of Patty Hearst (2004),Guerrilla: The Taking of Patty Hearst 
8987,Bush's Brain (2004),Bush's Brain 
8989,Damn Yankees! (1958),Damn Yankees! 
25752,"Freshman, The (1925)","Freshman, The "
25753,Greed (1924),Greed 
25757,"Jazz Singer, The (1927)","Jazz Singer, The "
25769,"Steamboat Bill, Jr. (1928)","Steamboat Bill, Jr. "
25795,Dinner at Eight (1933),Dinner at Eight 
25826,Libeled Lady (1936),Libeled Lady 
25850,Holiday (1938),Holiday 
25865,"Letter, The (1940)","Letter, The "
25870,Here Comes Mr. Jordan (1941),Here Comes Mr. Jordan 
25927,"Stranger, The (1946)","Stranger, The "
25940,"Lady from Shanghai, The (1947)","Lady from Shanghai, The "
25952,"Letter to Three Wives, A (1949)","Letter to Three Wives, A "
25962,King Solomon's Mines (1950),King Solomon's Mines 
25996,"Star Is Born, A (1954)","Star Is Born, A "
25999,The Wild One (1953),The Wild One 
26791,Shining Through (1992),Shining Through 
26965,"Boxer, The (1997)","Boxer, The "
31030,I Remember Mama (1948),I Remember Mama 
31083,Man Trouble (1992),Man Trouble 
31260,Boys Town (1938),Boys Town 
31694,Bride & Prejudice (2004),Bride & Prejudice 
31903,Zelary (2003),Zelary 
34359,Georgy Girl (1966),Georgy Girl 
35015,Duma (2005),Duma 
42740,Looking for Comedy in the Muslim World (2005),Looking for Comedy in the Muslim World 
43333,Water (2005),Water 
44511,Unknown White Male (2005),Unknown White Male 
48741,"U.S. vs. John Lennon, The (2006)","U.S. vs. John Lennon, The "
49666,Fur: An Imaginary Portrait of Diane Arbus (2006),Fur: An Imaginary Portrait of Diane Arbus 
50160,Miss Potter (2006),Miss Potter 
50514,After the Wedding (Efter brylluppet) (2006),After the Wedding 
53921,"Mighty Heart, A (2007)","Mighty Heart, A "
55071,No End in Sight (2007),No End in Sight 
55687,My Kid Could Paint That (2007),My Kid Could Paint That 
56563,Helvetica (2007),Helvetica 
3720,Sunshine (1999),Sunshine 
4454,More (1998),More 
4557,Tucker: The Man and His Dream (1988),Tucker: The Man and His Dream 
4725,Session 9 (2001),Session 9 
5069,Escaflowne: The Movie (Escaflowne) (2000),Escaflowne: The Movie 
5348,Hollywood Ending (2002),Hollywood Ending 
6148,White Dog (1982),White Dog 
7335,Pickup on South Street (1953),Pickup on South Street 
8126,Shock Corridor (1963),Shock Corridor 
27537,Nothing (2003),Nothing 
31660,Steamboy (Suchîmubôi) (2004),Steamboy 
42422,Voices of a Distant Star (Hoshi no koe) (2003),Voices of a Distant Star 
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),Neon Genesis Evangelion: Death & Rebirth 
72308,Battlestar Galactica: The Plan (2009),Battlestar Galactica: The Plan 
78746,Best Worst Movie (2009),Best Worst Movie 
82242,Rare Exports: A Christmas Tale (Rare Exports) (2010),Rare Exports: A Christmas Tale 
2362,Glen or Glenda (1953),Glen or Glenda 
3428,"Champ, The (1979)","Champ, The "
4111,Gardens of Stone (1987),Gardens of Stone 
4410,Something Wild (1986),Something Wild 
4831,Can't Stop the Music (1980),Can't Stop the Music 
5197,Little Darlings (1980),Little Darlings 
5365,"Lady and the Duke, The (Anglaise et le duc, L') (2001)","Lady and the Duke, The "
5389,Spirit: Stallion of the Cimarron (2002),Spirit: Stallion of the Cimarron 
5448,Hey Arnold! The Movie (2002),Hey Arnold! The Movie 
5651,"Incredible Mr. Limpet, The (1964)","Incredible Mr. Limpet, The "
5773,Neighbors (1981),Neighbors 
6436,This Boy's Life (1993),This Boy's Life 
6853,Campus Man (1987),Campus Man 
8131,Pursuit of Happiness (2001),Pursuit of Happiness 
27830,"Bobby Jones, Stroke of Genius (2004)","Bobby Jones, Stroke of Genius "
32294,Milk and Honey (2003),Milk and Honey 
36477,"Baxter, The (2005)","Baxter, The "
37844,Roll Bounce (2005),Roll Bounce 
43914,Winter Passing (2005),Winter Passing 
44197,Find Me Guilty (2006),Find Me Guilty 
47646,Idlewild (2006),Idlewild 
2068,Fanny and Alexander (Fanny och Alexander) (1982),Fanny and Alexander 
6320,Scenes from a Mall (1991),Scenes from a Mall 
8268,Point of No Return (1993),Point of No Return 
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)","Day of the Beast, The "
8632,Secret Society (2002),Secret Society 
27370,Late Night Shopping (2001),Late Night Shopping 
31617,El Cid (1961),El Cid 
36397,Valiant (2005),Valiant 
68522,Earth (2007),Earth 
72554,Cell 211 (Celda 211) (2009),Cell 211 
88448,Paper Birds (Pájaros de papel) (2010),Paper Birds 
89586,Phineas and Ferb the Movie: Across the 2nd Dimension (2011),Phineas and Ferb the Movie: Across the 2nd Dimension 
90863,George Harrison: Living in the Material World (2011),George Harrison: Living in the Material World 
91890,"Iron Lady, The (2011)","Iron Lady, The "
93723,Damsels in Distress (2011),Damsels in Distress 
94810,Eva (2011),Eva 
95939,"Angels' Share, The (2012)","Angels' Share, The "
96283,Diary of a Wimpy Kid: Dog Days (2012),Diary of a Wimpy Kid: Dog Days 
97665,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),Asterix & Obelix: God Save Britannia 
99087,Playing for Keeps (2012),Playing for Keeps 
100068,Comme un chef (2012),Comme un chef 
101765,"Perfect Plan, A (Plan parfait, Un) (2012)","Perfect Plan, A "
105325,Bad Milo (Bad Milo!) (2013),Bad Milo 
109941,Puss in Boots: The Three Diablos (2012),Puss in Boots: The Three Diablos 
109971,Ocho apellidos vascos (2014),Ocho apellidos vascos 
112316,Jersey Boys (2014),Jersey Boys 
115065,Justin and the Knights of Valour (2013),Justin and the Knights of Valour 
4759,Two Can Play That Game (2001),Two Can Play That Game 
5786,Paid in Full (2002),Paid in Full 
8593,Juice (1992),Juice 
71268,Tyler Perry's I Can Do Bad All by Myself (2009),Tyler Perry's I Can Do Bad All by Myself 
93320,Trailer Park Boys (1999),Trailer Park Boys 
26900,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)","Last Wedding, The "
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),One-Way Ticket to Mombasa 
54796,2 Days in Paris (2007),2 Days in Paris 
72874,"Peacekeeper, The (1997)","Peacekeeper, The "
73501,Pekka ja Pätkä Suezilla (1958),Pekka ja Pätkä Suezilla 
77881,Lovers & Leavers (Kuutamolla) (2002),Lovers & Leavers 
79299,"No. 1 Ladies' Detective Agency, The (2008)","No. 1 Ladies' Detective Agency, The "
79536,Hellsinki (Rööperi) (2009),Hellsinki 
80454,Princess (Prinsessa) (2010),Princess 
80551,Eat Pray Love (2010),Eat Pray Love 
84553,Pekka ja Pätkä salapoliiseina (1957),Pekka ja Pätkä salapoliiseina 
86000,Boy (2010),Boy 
87413,Bernie (1996),Bernie 
91488,"Snowman, The (1982)","Snowman, The "
92730,Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),Rollo and the Woods Sprite 
94130,Bully (2011),Bully 
50954,It's a Boy Girl Thing (2006),It's a Boy Girl Thing 
78160,Ricky Gervais Live: Animals (2003),Ricky Gervais Live: Animals 
78544,Ricky Gervais Live 3: Fame (2007),Ricky Gervais Live 3: Fame 
180231,Daddy's Home 2 (2017),Daddy's Home 2 
103,Unforgettable (1996),Unforgettable 
467,Live Nude Girls (1995),Live Nude Girls 
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Supercop 2 
1170,Best of the Best 3: No Turning Back (1995),Best of the Best 3: No Turning Back 
73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Hachiko: A Dog's Story 
140523,"Visit, The (2015)","Visit, The "
131739,Batman vs. Robin (2015),Batman vs. Robin 
56286,I'm Not There (2007),I'm Not There 
449,Fear of a Black Hat (1994),Fear of a Black Hat 
1824,Homegrown (1998),Homegrown 
1910,I Went Down (1997),I Went Down 
7455,"Mudge Boy, The (2003)","Mudge Boy, The "
32914,Carrie (2002),Carrie 
46231,Stoned (2005),Stoned 
79798,I Killed My Mother (J'ai tué ma mère) (2009),I Killed My Mother 
6596,"Divorce, Le (2003)","Divorce, Le "
6927,"Human Stain, The (2003)","Human Stain, The "
68269,"Young Victoria, The (2009)","Young Victoria, The "
5613,8 Women (2002),8 Women 
26958,Emma (1996),Emma 
50796,Blood and Chocolate (2007),Blood and Chocolate 
65193,Wild Child (2008),Wild Child 
74677,"Yes Men Fix the World, The (2009)","Yes Men Fix the World, The "
80834,Sintel (2010),Sintel 
82088,Vincent Wants to Sea (Vincent will meer) (2010),Vincent Wants to Sea 
84847,Emma (2009),Emma 
89678,Northanger Abbey (2007),Northanger Abbey 
90809,Tomboy (2011),Tomboy 
91266,Another Cinderella Story (2008),Another Cinderella Story 
